subjid	cond	time	pair	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128
4	cp	eval	2	0.034726	0.040524	0.0074413	0.0082835	0.01679	0.0011957	0.0017257	0.039557	0.026194	0.00034348	0.0013739	0.00030399	0.043877	0.0087566	0.038923	0.11635	0.061495	0.035693	0.03015	0.041434	0.041265	0.0044624	0.0042114	0.0046283	0.0051412	0.0028245	9.08E-05	5.43E-05	0.0038927	0.0064755	1.25E-05	0.0066782	0.07906	0.044658	0.038585	0.05681	0.047885	0.081126	0.075763	0.00036132	0.0054394	0.077638	0.10796	0.074838	0.18344	0.035009	0.048226	0.3042	0.20143	0.20427	0.082844	0.015198	0.053381	0.038169	0.14856	0.080367	0.037413	0.014045	0.058303	0.095695	0.066489	0.10552	0.092151	0.091465	0.057686	0.022813	0.046871	0.041587	0.14107	0.006148	0.024657	0.0091007	0.048803	0.01205	0.051707	0.042726	0.006504	0.00040475	0.0021064	0.00031594	3.53E-05	0.010197	0.011898	0.014871	0.013636	0.055302	0.031871	0.026245	0.011549	0.023017	0.01771	0.03452	0.038832	6.28E-07	0.0015927	0.013011	0.027013	0.025873	0.03819	0.0034477	0.0078221	0.012925	0.0694	0.00066837	0.00054022	0.076526	0.062436	0.046243	0.046858	0.061576	0.030275	0.023697	0.030175	0.082691	0.085199	0.072009	0.0277	0.017925	0.054964	0.0050147	0.01243	0.025095	0.043351	0.040351	0.00065586	0.041953	0.0020442	0.013983
5	cp	eval	2	0.0017343	0.0027925	0.005535	0.004897	0.047281	0.14596	0.15959	0.13789	0.17685	0.11973	0.023827	0.015242	0.012275	0.049423	0.076977	0.036477	0.028624	0.037611	0.0083276	0.0080614	0.0073066	0.0074843	0.0015936	0.012991	0.066019	0.14939	0.02941	0.00040586	0.0014448	0.0037213	0.0049775	0.0048521	0.034941	0.0064555	0.00017345	2.31E-05	0.00021365	0.00015399	0.0067964	0.019126	0.029962	0.010031	0.0011711	1.65E-05	0.00057393	0.019267	0.019034	0.027832	0.034689	0.0050889	0.0044695	0.0034949	0.065459	0.084569	0.13897	0.057895	0.0070996	0.0078019	0.0010346	0.008725	0.015485	0.11003	0.11563	0.11274	0.0036588	0.0073038	0.053554	0.0234	0.0085115	0.012577	0.011848	0.0043784	0.0082521	0.025336	0.050563	0.0070617	0.0056514	0.0011546	0.00053432	0.0037172	0.00064055	0.0029767	0.010571	0.011684	0.010919	0.022377	0.041431	0.021611	0.01597	0.013422	0.0050451	0.00403	0.0095026	0.0023969	0.0035171	0.0031929	0.060148	0.068228	0.023747	0.02189	0.0048779	1.18E-05	0.0044669	0.0014353	0.00097455	0.0010468	0.013422	0.050985	0.15386	0.14132	0.016914	0.08087	0.15346	0.18747	0.18191	0.089101	0.00365	2.38E-05	0.064642	0.016531	0.080111	0.22491	0.24621	0.21121	0.28231	0.22674	0.025372	0.00039055
6	cp	eval	2	0.037874	0.10063	0.14557	0.16982	0.15138	0.16125	0.14728	0.1218	0.12486	0.095989	0.085412	0.075166	0.20102	0.21957	0.13539	0.15613	0.11741	0.14001	0.15193	0.17418	0.1778	0.20203	0.15906	0.16108	0.16907	0.143	0.15954	0.18153	0.16177	0.14563	0.17173	0.23077	0.063011	0.15146	0.081074	0.13792	0.15334	0.14695	0.15127	0.16705	0.13209	0.16141	0.15076	0.17375	0.12564	0.12224	0.09755	0.069391	0.071396	0.067474	0.13854	0.066993	0.080863	0.001187	4.08E-05	5.45E-05	0.040301	0.0022435	0.19749	0.19997	0.024213	0.0019932	7.01E-05	0.0015626	0.046019	0.030469	0.013881	0.011207	0.0071167	0.022437	0.10357	0.038634	0.031817	0.011848	0.016469	0.024597	0.021747	0.025473	0.0010563	0.00015785	0.0060858	0.008192	0.025326	0.054275	0.081744	0.046682	0.054501	0.046422	0.10092	0.057385	0.055368	0.024772	0.026733	0.050458	0.072461	0.075324	0.048587	0.19034	0.13642	0.14553	0.14107	0.1503	0.14193	0.21556	0.19706	0.24082	0.22273	0.24846	0.23026	0.18307	0.1101	0.17079	0.22639	0.32437	0.18674	0.27131	0.2553	0.27304	0.28	0.2847	0.20641	0.22338	0.22169	0.21956	0.14069	0.17111	0.17437	0.19482
7	cp	eval	2	0.34532	0.3496	0.35297	0.13689	0.17823	0.28948	0.26117	0.25827	0.17659	0.20496	0.22438	0.23799	0.31632	0.29526	0.25479	0.15982	0.22944	0.21824	0.15967	0.13294	0.20856	0.25658	0.31667	0.29245	0.28965	0.15173	0.14989	0.16643	0.15418	0.15379	0.16634	0.11663	0.30833	0.25011	0.13223	0.098081	0.15159	0.15998	0.20614	0.08933	0.10663	0.19449	0.2917	0.16001	0.19425	0.24272	0.32519	0.31694	0.24013	0.29256	0.18993	0.24814	0.3098	0.24801	0.33832	0.3558	0.34738	0.33283	0.32792	0.34549	0.35126	0.32789	0.375	0.35584	0.3173	0.29004	0.27761	0.32017	0.44245	0.34743	0.32366	0.30341	0.30766	0.35073	0.33785	0.20911	0.23137	0.23876	0.23374	0.21627	0.14502	0.16926	0.11703	0.10979	0.14835	0.27499	0.30522	0.13756	0.046323	0.089331	0.082647	0.076835	0.059082	0.062415	0.036773	0.21258	0.28192	0.29497	0.20207	0.15029	0.12754	0.17978	0.13733	0.33008	0.36345	0.27664	0.34431	0.30763	0.32298	0.38503	0.30753	0.28407	0.39113	0.33693	0.37632	0.24432	0.21687	0.20912	0.22449	0.16059	0.18313	0.18773	0.20749	0.37759	0.19937	0.16866	0.14068	0.10738
8	cp	eval	2	0.025435	0.024136	0.010595	0.092735	0.15222	0.24244	0.18434	0.032338	0.031508	0.036241	0.018966	0.040273	0.01346	0.013792	0.0014855	0.00020351	0.02125	0.12695	0.13171	0.1022	0.061658	0.061946	0.010633	0.0087586	0.0087692	0.17226	0.20334	0.18453	0.19161	0.21384	0.19164	0.26027	0.044814	0.0041584	0.10017	0.17304	0.26419	0.15275	0.021562	0.017684	0.014149	0.032177	0.023314	0.14574	0.12801	0.004947	0.024951	0.038084	0.029973	0.009258	0.0052463	0.040453	0.038329	0.06512	0.046868	0.00072062	0.0022935	0.046974	0.01156	0.096831	0.00044394	0.00014723	0.011696	0.020167	0.035672	0.027364	0.33224	0.30295	0.14377	0.13212	0.0026685	0.13571	0.11338	0.28569	0.39527	0.39865	0.32423	0.21125	0.22213	0.24712	0.23526	0.23539	0.21335	0.2637	0.25262	0.30121	0.23495	0.1524	0.15291	0.16776	0.15393	0.15069	0.15517	0.074935	0.054298	0.042471	0.023552	0.15368	0.026249	0.091451	0.009907	0.0034379	0.03316	7.99E-06	0.015433	0.012508	0.011861	0.013759	0.040635	0.05995	0.080104	0.11688	0.27165	0.089973	0.074185	0.081556	0.0081519	0.016618	0.024093	0.00013935	0.026555	0.026431	0.11486	0.14923	0.15742	0.036955	0.0062351	0.00187
9	cp	eval	2	0.11165	0.11146	0.11598	0.20653	0.044117	0.005537	0.0026265	0.027074	0.030855	0.028229	0.00073122	0.00010275	0.013621	0.013977	0.02653	0.042799	0.053458	0.040951	0.08038	0.030365	0.026091	0.028142	0.031356	0.026901	0.02944	0.0050672	0.0042147	0.0049272	0.0026579	0.0027101	0.11613	0.1061	0.098387	0.13633	0.16618	0.06279	0.0033292	8.65E-05	0.0028629	0.011327	0.0048957	6.85E-05	0.00025341	0.017383	8.84E-05	0.022986	0.020988	0.0013399	0.013713	0.069839	0.13503	0.093837	0.090618	0.076657	0.069774	0.0054798	0.00086624	0.021911	0.021883	0.00058476	0.00011382	0.11661	0.11765	0.11161	0.0878	0.10431	0.15362	0.15648	0.034179	2.49E-05	0.0024781	0.012556	0.01374	0.069612	0.12884	0.13461	0.21381	0.18301	0.35497	0.36245	0.26048	0.017472	0.022826	0.017084	0.082527	0.071291	0.092077	0.0011911	2.08E-05	0.01001	0.0082199	0.077443	0.086381	0.014643	0.005038	0.032238	0.095667	0.0012233	0.0057259	0.0010172	0.0044687	0.00042443	0.023314	0.13679	0.14477	0.13227	0.1234	0.14775	0.14181	0.088043	0.094518	0.017134	0.15216	0.31992	0.32975	0.2638	0.00084435	0.001332	0.0011309	0.038119	0.0031587	0.0050681	0.13466	0.13721	0.0023272	0.017115	0.027883	0.045357
10	cp	eval	2	0.15932	0.11316	0.13662	0.081934	0.13976	0.18527	0.18257	0.074299	0.14754	0.094667	0.087205	0.072535	0.14493	0.11839	0.10119	0.093577	0.087797	0.13182	0.13536	0.056081	0.065735	0.085467	0.061376	0.049245	0.058623	0.048625	0.047358	0.018345	0.025252	0.029377	0.03988	0.073531	0.25208	0.14581	0.029106	0.066461	0.036294	0.033051	0.039501	0.04352	0.046526	0.10003	0.11565	0.036143	0.10312	0.059497	0.061818	0.095056	0.092887	0.16669	0.16789	0.32661	0.23437	0.17279	0.17415	0.1645	0.10647	0.051592	0.19653	0.13466	0.096387	0.085111	0.17688	0.36793	0.16891	0.20869	0.056611	0.0036895	0.024727	0.093519	0.142	0.19573	0.13956	0.00095669	0.13763	0.0089232	0.0053584	0.008339	0.042096	0.026489	0.012507	0.042483	0.26004	0.039316	0.072075	0.033422	0.13621	0.1331	0.045597	0.016738	0.038589	0.080946	0.015838	0.00017611	0.053834	0.037868	0.11611	0.12389	0.060668	0.089917	0.037521	0.090827	0.073811	0.21662	0.22524	0.21908	0.11765	0.11815	0.099196	0.16423	0.1497	0.18189	0.24782	0.15269	0.12998	0.12489	0.21303	0.29849	0.22713	0.1952	0.17646	0.15267	0.1192	0.2047	0.10859	0.082376	0.083846	0.15549
11	cp	eval	2	0.16645	0.19792	0.1581	0.17345	0.37014	0.65056	0.61867	0.41798	0.35407	6.74E-05	0.0023315	0.00046321	0.00033785	0.38339	0.39721	0.40408	0.38903	0.3941	0.19246	0.19637	0.18851	0.19051	0.18653	0.19213	0.22353	0.027804	0.036176	0.043115	0.032273	0.084542	0.087522	0.12308	0.065733	0.16955	0.1351	0.063639	0.023712	0.001144	0.001094	0.012819	0.01692	0.17889	0.2341	0.16404	0.1246	0.36767	0.37906	0.45123	0.29741	0.23155	0.2328	0.11475	0.29369	0.19645	0.22155	0.41263	0.40949	0.25728	0.22496	0.25022	0.18428	0.018298	0.061573	0.0073501	0.16228	0.077056	0.155	0.15378	0.12884	0.21958	0.07872	0.3186	0.40568	0.087215	0.11897	0.23137	0.28503	0.31581	0.3383	0.32201	0.2362	0.24918	0.25186	0.21427	0.27178	0.15451	0.21397	0.16977	0.21475	0.33489	0.17444	0.15599	0.1331	0.16992	0.16045	0.30752	0.22907	0.16656	0.087187	0.17965	0.22126	0.08422	0.2053	0.0036529	0.02107	0.1128	0.10074	0.081703	0.14384	0.25431	0.30823	0.38423	0.56705	0.31507	0.35766	0.37977	0.29669	0.24187	0.03673	0.01637	0.14154	0.4245	0.52105	0.55701	0.49116	0.11427	0.0083029	0.015953
12	dt	base	3	0.30114	0.29032	0.26155	0.1303	0.069234	0.016579	0.002043	0.011538	0.10693	0.012781	0.01495	0.021357	0.057903	0.003862	2.39E-06	0.087512	0.027732	0.068596	0.027452	0.15952	0.14622	0.034595	0.042949	0.011188	0.00071556	0.0032093	0.00028989	0.00098032	0.0029361	0.013632	0.013183	0.0004207	0.14486	0.11035	0.010863	0.088203	0.0015336	0.00026383	0.0012967	3.17E-07	0.057034	0.046172	0.075886	0.0076028	0.00012959	0.0037485	0.0011246	0.015223	0.017336	0.073665	0.0077835	0.073383	4.69E-06	0.11736	0.025174	0.019119	0.0024825	0.0012477	0.01278	0.0093157   0	0.00014994	0.10592	0.068	0.010729	0.16198	0.082469	0.042797	0.0016088	0.20081	0.074359	0.066816	0.027145	0.0014053	0.016678	0.065665	0.058214	0.0066311	0.031898	0.019723	0.017912	0.0022483	0.0079777	0.00075372	0.013074	0.0012605	0.010994	0.013884	0.01447	0.012364	0.00041352	0.023868	0.00045178	0.0054327	0.0021295	0.021471	0.03282	0.043167	0.0087389	0.12449	0.18024	0.008811	0.057487	0.012931	0.013853	0.064729	0.05764	0.0074866	0.0083349	0.0038276	0.015861	0.18203	0.18148	1.65E-05	0.028506	0.016873	0.02475	0.09175	0.044687	0.030896	0.00212	0.010653	0.00094579	0.0097912	0.019704	0.12849	0.030024	0.091854	0.00021629
13	dt	base	3	0.12443	0.10028	0.037343	1.51E-05	0.036546	0.00089899	0.0034213	0.12219	0.063498	0.034062	0.017395	0.0088784	0.018525	0.011974	0.014075	0.072813	0.041885	0.069937	0.029889	0.0058931	3.82E-06	0.00021539	0.023741	0.0075054	0.035821	0.1718	0.11932	0.11547	0.065147	0.030117	0.019721	0.072086	0.070412	0.030948	0.10974	0.1179	0.0839	0.075033	0.14477	0.10174	0.094038	0.14095	0.089986	0.068413	0.14407	0.095783	0.027934	0.1027	0.15943	0.16872	0.045472	0.022512	0.12708	0.1034	0.080107	0.016775	0.047498	0.011461	0.010259	0.033944	0.013119	0.003529	0.0017794	0.014477	0.072307	5.62E-07	0.0086254	0.025865	0.071804	0.12339	0.070194	0.010925	0.03691	0.012273	0.00014002	0.011188	0.00074618	3.00E-05	0.0030552	0.0018104	0.037196	0.016228	0.00023703	0.014351	0.011022	0.00080251	0.038011	0.065315	0.010732	0.017527	0.0065652	0.034065	0.019412	0.019755	0.0071356	0.013594	0.11328	0.098879	0.0392	0.0038383	0.0021951	0.010973	0.13655	0.086235	0.043508	0.013835	0.072303	0.04601	0.10743	0.32313	0.092041	0.12316	0.13687	0.1332	0.2675	0.088947	0.0010902	0.034698	0.1529	0.0095227	0.023597	0.00064161	0.0026769	0.017447	0.15971	0.063684	0.010113	0.003174
14	dt	base	3	5.27E-05	0.00033728	0.007104	0.0054088	0.0093406	0.069982	0.058657	0.013191	0.014355	0.0017358	0.00039647	0.00087489	0.041573	0.050151	0.0038501	0.002243	0.00026451	0.0021139	0.034718	0.076643	0.10089	0.0083601	0.00083099	0.0052166	0.00083555	0.00071195	0.010106	0.006196	0.034635	3.51E-06	0.034091	0.0135	0.0013777	0.015395	0.035711	0.032367	0.065429	0.047162	0.029736	0.029687	0.029415	0.054576	0.04854	0.11175	0.12645	0.01958	0.0084343	0.11002	0.18757	0.52624	0.11224	0.039244	0.14287	0.090768	0.058536	0.060638	0.0079026	0.0023284	0.054475	0.051863	0.0011789	0.069027	0.072142	0.00083381	7.69E-06	0.00090868	0.005754	0.00040077	0.0012851	3.11E-06	0.0054732	0.008068	0.001212	0.0013542	0.0055034	0.007425	0.10079	0.049022	3.90E-05	0.040691	0.020493	0.010566	8.69E-05	0.0073988	0.0026922	0.025618	0.013968	0.018206	0.017077	0.0080098	0.011309	0.0013855	0.0050333	0.0085134	0.02302	0.0056217	1.31E-06	2.99E-05	0.011924	0.012298	0.037802	0.01166	0.0051112	0.091245	0.010032	8.76E-05	0.0010779	0.0086008	2.54E-05	0.021624	0.012386	0.064017	0.11346	0.058319	0.17492	0.028259	0.037289	0.029544	0.035994	0.022551	0.039913	0.052381	0.04098	0.144	0.019854	0.017847	0.0036446	0.0021981
15	dt	base	3	0.022871	0.0063444	0.0064018	0.00099679	0.049973	0.13876	0.044563	0.010632	0.021094	0.024731	0.0060197	0.018583	0.068203	0.066253	0.046375	0.0014978	0.010886	0.047072	0.01033	0.023015	0.0028539	0.0031216	0.0014039	0.004432	0.0057485	0.0065819	0.012739	0.0031979	0.044276	0.060912	0.0036433	0.0034711	0.0015	0.0061272	0.0043747	0.048599	0.060805	0.045947	0.15259	0.12451	0.1526	0.097662	0.19419	0.14116	0.22464	0.013396	0.20249	0.17163	0.021767	0.027208	0.012919	0.0001052	4.63E-06	0.0091588	0.024152	0.3482	0.0059632	0.0002541	0.23653	0.055321	0.05709	0.045006	0.0029875	0.01176	0.013867	0.025054	0.13177	0.0031392	0.011191	0.027826	0.11051	0.010514	0.04016	0.042673	0.026647	0.091109	8.10E-05	0.09645	0.0062988	0.047486	0.00014093	9.42E-05	0.0084111	0.023927	0.050274	0.038951	0.057781	0.016326	0.010443	0.0054559	0.0050311	0.0047352	0.00099641	0.059235	0.11035	0.10251	0.0028655	0.015582	0.008711	0.044763	0.14984	0.34202	0.10704	0.022097	0.08839	0.15271	0.34491	0.35768	0.025832	0.014732	0.0029264	0.070286	0.21182	0.073087	0.27177	0.16529	0.067207	0.023832	2.45E-05	0.089033	0.010996	0.011263	0.17213	0.1923	0.0016569	0.03544	0.017377	0.018915
16	dt	base	3	0.22727	0.21239	0.24785	0.12713	0.15252	0.17229	0.15277	0.067252	0.058191	0.098977	0.12772	0.043185	0.25369	0.095809	0.12544	0.11634	0.088673	0.12837	0.047305	0.026149	0.045438	0.16375	0.13756	0.21512	0.22301	0.090739	0.097698	0.14155	0.079392	0.06202	0.0314	0.049521	0.24003	0.11028	0.027988	0.027452	0.018885	0.068742	0.040339	0.049869	0.0095777	0.0017568	6.21E-05	0.0073761	0.0016582	0.0036333	0.005735	0.008192	0.0054602	0.069881	0.086276	0.35624	0.074022	0.0035942	0.01303	0.00068179	0.014911	0.0027645	0.023788	0.035735	0.021493	0.036683	0.00050096	0.039245	0.18899	0.10203	0.11507	0.11294	0.084082	0.0003791	0.093842	0.0053885	0.038671	0.0092425	0.059653	0.12153	0.076872	0.12594	0.076973	0.064723	0.087994	0.11139	0.13071	0.11668	0.096438	0.12152	0.12343	0.00062784	0.030935	0.0070043	0.021265	0.055604	0.083205	4.17E-05	0.00076234	0.0011923	0.21497	0.13682	0.0026927	0.0054627	0.013349	0.026209	0.089624	0.0029241	0.0086046	8.50E-05	0.0060105	0.0047371	0.06091	0.18478	0.297	0.25522	0.20894	0.069008	0.00029197	0.00067907	0.042745	0.0080846	0.069594	0.19148	0.10472	0.071106	0.099139	0.092443	0.039198	0.033191	0.060517	0.059602
17	dt	base	3	0.04944	0.023641	0.060492	0.048613	0.11228	0.14848	0.15562	0.15781	0.074701	0.00081809	0.018943	0.072419	0.088986	0.047953	0.015043	0.11794	0.15309	0.14905	0.00094057	0.0074052	0.02528	0.015531	0.0082206	0.017301	0.0046418	0.00074674	0.0030125	0.063293	0.069859	0.087282	0.074365	0.26569	0.089124	0.073929	0.261	0.16923	0.25596	0.097117	0.0017864	0.0010314	0.0051882	0.0035154	0.00046436	0.019177	0.15287	0.013538	0.068257	0.1582	0.1824	0.31933	0.31897	0.020065	0.22372	0.30396	0.28915	0.10338	0.0097637	0.0068837	0.010739	0.0034203	0.046487	0.10338	0.062379	0.1087	0.088802	0.09528	4.79E-09	0.00022293	0.013989	0.00539	0.00041424	0.0013448	0.020492	0.0088274	0.038754	0.00084272	5.35E-07	0.0090955	0.057627	0.090053	0.030878	0.15362	0.13023	0.025833	0.0040669	0.14312	0.13947	0.019413	0.011157	0.030042	0.24672	0.29441	0.0076043	0.0013354	0.070934	0.091181	0.15138	0.0017455	0.030375	5.78E-05	0.036657	0.053884	0.0072053	0.013956	0.0012901	0.0029757	0.020584	0.022725	0.025723	0.13338	0.0015884	0.015774	0.10363	0.00049999	0.061754	0.16826	0.13924	0.12841	0.083926	0.029771	0.21627	0.21587	0.23585	0.21062	0.18867	0.17013	0.043143	0.026756
18	dt	base	3	0.020301	0.0013921	0.0050381	3.88E-06	3.76E-05	0.0020758	0.0012643	0.00094786	0.039737	0.12137	0.006563	0.0008708	0.0090169	0.002162	0.057239	0.0096916	0.07997	0.038062	0.006836	0.05017	0.060361	0.00066297	0.0099458	0.04393	0.026512	0.26948	0.25256	0.21374	0.19241	0.17608	0.057651	0.02616	0.033159	0.016476	0.0028339	0.016634	0.26136	0.17	0.10231	0.075716	0.11383	0.00087429	0.0053576	0.032846	0.083179	0.040837	0.020667	0.025086	0.014136	0.047314	0.013901	0.24076	0.019474	0.025123	0.04748	0.012061	0.11424	0.040702	0.052158	0.08765	0.05887	0.0032691	0.062594	0.0077998	0.014375	0.069494	0.10601	0.022958	0.011455	0.0066652	0.052653	6.31E-06	0.040422	0.21044	0.04292	0.11404	0.058762	0.017908	0.11641	0.12241	0.18865	0.11549	0.12942	0.073586	0.046513	0.018987	0.0038034	0.0087532	0.010272	0.002033	0.1721	0.20206	0.22019	0.3645	0.12274	0.032782	4.89E-06	0.0070099	0.0083543	0.073038	0.051318	0.087246	0.12767	0.047714	0.0019219	0.0004592	0.0011906	0.011294	0.00036505	0.0027161	0.014678	0.01165	0.0073835	0.0025332	0.0044732	0.0048617	0.00060699	0.023501	0.013933	0.051991	0.0014536	0.0065026	0.028426	0.015301	0.0042341	0.0017781	0.081608	5.54E-05
19	dt	base	3	0.042655	0.081303	0.084821	0.09165	0.096982	0.098036	0.064094	0.0094206	0.0039719	0.11242	0.13779	0.14174	0.078225	0.089884	0.061135	0.016045	0.011848	0.055893	0.090484	0.072119	0.053799	0.065603	0.037317	0.041076	0.04693	0.020369	0.046025	0.042688	0.024974	0.022473	0.038781	0.029107	0.0032263	0.0044709	0.041083	0.096326	0.014962	0.0045091	0.090552	0.10422	0.11218	0.056545	0.073158	0.056742	0.082683	0.005294	0.11291	0.20131	0.21172	0.17612	0.080207	0.015245	0.01933	0.13803	0.083527	0.083519	4.48E-09	0.085162	0.0011268	1.21E-07	0.00062106	0.00023785	0.0017083	0.0077823	0.03892	0.021983	0.15701	0.18619	0.14728	0.16199	0.1616	0.11204	0.10772	0.17046	0.11027	0.17814	0.13731	0.11002	0.098718	0.097636	0.070889	0.079364	0.081038	0.089269	0.10999	0.12331	0.036319	0.061136	0.039397	0.076832	0.08122	0.065186	0.071536	0.060044	0.047589	0.077948	0.04441	0.054244	0.030857	0.01712	0.0071998	0.043762	0.034414	0.023782	0.019713	0.029827	0.029608	0.041089	0.048218	0.1176	0.074505	0.15839	0.13021	0.1195	0.12985	0.031662	0.096918	0.17479	0.11916	0.087978	0.071881	0.00026088	0.046039	0.13149	0.014245	0.045196	0.12676	0.080821
20	dt	base	3	0.11629	0.19313	0.2719	0.20157	0.24582	0.32483	0.19337	0.13881	0.089203	0.14788	0.11788	0.12784	0.21949	0.22968	0.24755	0.071521	0.1348	0.17216	0.14812	0.12696	0.10409	0.090533	0.08966	0.086734	0.099143	0.0064497	0.00298	0.0014348	0.038121	0.10913	0.11329	0.11826	0.084605	0.12746	0.0527	0.14911	0.24888	0.18025	0.051942	0.015921	0.062433	0.025039	0.088414	0.07745	0.3124	0.17301	0.11788	0.22115	0.11003	0.096004	0.08006	0.05922	0.078378	0.094476	0.091016	0.065055	0.23713	0.23141	0.038965	0.012648	0.039884	0.072851	0.040334	0.051073	0.062711	0.061552	0.0013074	0.02717	1.71E-05	0.013178	0.026516	0.014197	0.0049716	0.00046185	0.052551	0.0047939	0.0010019	0.012096	0.025834	0.0040601	1.76E-05	0.0029212	0.021595	0.0018225	0.011033	0.011721	0.05563	0.00035197	0.00075043	0.043295	0.029304	0.043519	0.17871	0.013361	0.0022534	0.081838	0.090821	0.075856	0.14412	0.18534	0.019112	0.021625	0.061356	0.043301	0.049384	0.078234	0.12512	0.11175	0.086313	0.27433	0.21248	0.362	0.46639	0.3534	0.20648	0.034974	0.020582	0.028503	0.054066	0.076674	0.026011	0.039846	0.16285	0.34891	0.11164	0.072265	0.10339	0.064817
21	dt	base	3	0.014524	0.0029102	0.0093611	0.017877	0.01076	0.061552	2.13E-05	0.061779	0.00012128	0.034571	0.053301	0.04997	0.079374	0.06933	0.060904	0.038973	0.06144	0.019313	0.0027363	0.01495	0.0084714	0.0003611	0.0086233	0.0034777	0.0052817	0.0043335	0.00086992	0.032951	0.076219	0.0010614	0.0067275	0.016336	0.0035264	0.016732	0.030976	0.038385	0.018657	0.051002	0.0019168	0.00018931	0.00064513	0.018687	0.0052174	0.013692	0.002538	0.025498	0.02125	0.03031	0.093171	0.069637	0.016301	0.010157	0.0022694	0.001069	0.0442	0.001737	0.0044171	0.031396	0.013381	0.021071	0.029313	0.021655	0.002982	0.010239	0.0049187	0.031303	0.010168	0.00096306	0.0067532	0.021491	0.0013863	0.0011246	0.013563	0.021557	0.011299	0.00012026	9.59E-05	0.0072621	0.10707	0.0061217	0.011554	2.78E-06	0.016384	0.078759	0.059073	0.004996	0.00055882	0.0091729	0.028084	0.048377	0.11406	0.047374	0.019119	0.015009	0.017985	0.00018441	0.0026885	0.00011712	0.0043573	0.0025776	0.20925	0.011948	0.0021255	0.078674	0.078288	0.17869	0.14355	0.044113	0.019421	0.059299	0.013847	9.01E-06	0.037208	0.041743	0.048874	0.045493	0.27571	0.029903	0.021423	0.001826	0.0083147	0.046353	0.14136	0.010792	0.0011407	0.0001232	0.0074688	0.0055547
22	dt	base	3	0.011174	0.15087	0.11447	0.085169	0.14989	0.23083	0.14888	0.0050218	0.036328	0.046034	0.040638	0.04037	0.028021	0.02091	0.025553	0.028817	0.035175	0.12744	0.073596	0.069654	0.065119	0.056186	0.037333	0.060681	0.05502	0.010203	0.007252	0.0072578	0.015315	0.017177	0.018029	0.00022825	0.038766	0.031458	0.10368	0.078404	0.1	0.055571	0.066387	0.0029992	0.028941	0.00091605	0.037279	0.11329	0.12816	0.0039523	0.049441	0.10414	0.17782	0.19386	0.14675	0.14197	0.2081	0.18503	0.14569	0.16282	0.083254	0.044427	0.026125	0.081489	0.081614	0.074573	0.12238	0.12037	0.011446	0.00084521	0.00010523	0.015614	0.0015946	0.00015006	0.00058941	0.00010077	0.00011391	0.0015602	0.0057785	0.0090107	0.0036395	0.012709	0.0025471	0.0045545	0.044747	0.051815	0.02299	0.04289	0.042855	0.035987	0.065142	0.09257	0.081796	0.056458	0.054703	0.03163	0.030156	0.040223	0.043102	0.040989	3.69E-06	0.058932	0.0821	0.12752	0.053812	0.031847	0.023914	0.10984	0.070516	0.023623	0.00030111	0.082088	0.035617	0.23132	0.21751	0.30113	0.3071	0.23635	0.22427	0.15319	0.043709	0.023014	0.062711	0.054434	0.0069844	0.027717	0.19473	0.21644	0.027389	0.034094	0.047622	0.041817
12	dt	eval	4	0.15568	0.047949	0.034638	0.012626	0.0033081	0.0073723	0.01604	0.090336	0.055019	0.078575	0.012932	0.015474	0.0088109	0.0095356	0.0051063	4.36E-05	0.015703	0.0025734	0.0013316	5.12E-05	0.00075646	0.039282	0.042333	0.01085	0.04749	0.015067	0.025124	0.084403	0.053743	0.034519	0.0091681	0.0023144	0.067106	0.064866	0.0070466	0.00067227	0.063183	0.020204	0.062434	0.0038874	0.0012652	0.0072848	0.00010011	0.025697	0.010491	0.021906	6.02E-05	0.015661	0.024833	0.00020334	0.042052	0.063537	0.012714	0.0017874	0.0001943	0.0082243	0.022861	0.0064311	0.012719	0.010398	0.020263	0.014988	0.021118	0.0025046	0.055599	0.035349	0.041445	0.09251	0.10468	0.034365	0.060898	0.05947	0.053046	0.027722	2.72E-06	0.0012349	0.0020467	0.0047878	8.21E-05	0.0099362	0.0017252	0.0004302	0.0042442	1.48E-05	0.020547	0.00057636	0.028084	8.44E-05	0.00055202	0.000539	0.0023598	0.00059818	0.010963	0.017691	0.037869	0.0014356	0.11751	0.012069	0.00032013	0.012296	0.028184	0.035267	0.048967	0.062238	0.0014795	0.0017084	0.0096128	8.21E-05	0.016689	0.041754	0.025481	0.10522	0.01013	1.98E-05	0.0046683	0.0024715	0.024554	0.027736	0.0060501	0.027586	2.76E-05	0.017258	7.16E-05	0.0040876	0.053606	0.23231	0.19597	0.22206
